forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2023-12-13,DAX,1 day,-2.8067002357700153,-0.5240409575505857,0.0546196409377466,0.6164246745558037,2.2129329049467783
2023-12-13,DAX,2 day,-3.3331078966743615,-0.76798056714018,0.01834071585391625,0.7108744703970609,2.7457160301546257
2023-12-13,DAX,5 day,-3.7918880040022644,-0.6648722806825689,0.22735227605607297,1.0063791112958402,3.394727549665361
2023-12-13,DAX,6 day,-3.6149340652805417,-0.03514828149279858,0.9571139854014097,1.8459624192287072,4.496131931925482
2023-12-13,DAX,7 day,-3.9584995262777296,-0.24019890810327854,0.8351323043164456,1.7229628839499123,4.814706935618542
2023-12-13,energy,36 hour,41.087300512480596,49.087001417004714,53.26822711636864,56.01503266839837,58.495173215422014
2023-12-13,energy,40 hour,53.08001728953616,62.56879617043038,66.36618756552694,70.87563287207745,75.28559573045577
2023-12-13,energy,44 hour,50.48345246172504,58.319401107130226,61.31158921098607,64.26253625404783,67.56555762984495
2023-12-13,energy,60 hour,40.09098571650341,47.214877241346684,51.42909968485483,54.60138226693518,57.718923148756105
2023-12-13,energy,64 hour,52.083702493558974,60.69667199477235,64.52706013401314,69.46198247061426,74.50934566378986
2023-12-13,energy,68 hour,49.48713766574785,56.447276931472196,59.47246177947226,62.84888585258465,66.78930756317904
2023-12-13,infections,0 week,NA,NA,NA,NA,NA
2023-12-13,infections,1 week,NA,NA,NA,NA,NA
2023-12-13,infections,2 week,NA,NA,NA,NA,NA
2023-12-13,infections,3 week,NA,NA,NA,NA,NA
2023-12-13,infections,4 week,NA,NA,NA,NA,NA
