forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2024-02-14,DAX,1 day,-2.6672550079703177,-0.5143718801259137,0.0862388038537121,0.7001454355389999,2.5548843662513416
2024-02-14,DAX,2 day,-3.9342803023857305,-1.102562168643844,-0.2773932683816049,0.5411439263916364,2.9221596526595794
2024-02-14,DAX,5 day,-4.164008926271398,-0.9748284147484709,0.02039240336354739,0.9986146074701213,4.007586615646655
2024-02-14,DAX,6 day,-4.851531776648786,-1.1193934563075572,-0.06029953418312825,1.064951923941699,4.523878861609186
2024-02-14,DAX,7 day,-4.954584455307862,-1.0936555552786364,0.12568008747230397,1.2764179116136456,5.3355609258740735
2024-02-14,energy,36 hour,64.04595947265625,68.48383331298828,71.0470199584961,73.30538940429688,76.3558349609375
2024-02-14,energy,40 hour,59.859378814697266,63.55131149291992,66.54007720947266,68.22584533691406,71.91499328613281
2024-02-14,energy,44 hour,60.06562042236328,62.56781768798828,65.1886215209961,66.50202178955078,67.78055572509766
2024-02-14,energy,60 hour,57.06928634643555,59.15398025512695,60.86126708984375,63.00547409057617,63.76688003540039
2024-02-14,energy,64 hour,52.90668487548828,54.49323272705078,55.42345428466797,58.01609802246094,61.77303695678711
2024-02-14,energy,68 hour,53.3542366027832,56.13059616088867,56.15110397338867,57.989505767822266,59.09562683105469
2024-02-14,infections,0 week,NA,NA,NA,NA,NA
2024-02-14,infections,1 week,NA,NA,NA,NA,NA
2024-02-14,infections,2 week,NA,NA,NA,NA,NA
2024-02-14,infections,3 week,NA,NA,NA,NA,NA
2024-02-14,infections,4 week,NA,NA,NA,NA,NA
