forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2024-01-29,DAX,1 day,-3.1307394471619605,-0.5185737025513504,0.07068401244607614,0.7182735554396302,2.719772003602724
2024-01-29,DAX,2 day,-4.060267591984452,-0.7815432104307796,0.09667267013844238,0.9873216157880726,3.5704923267932855
2024-01-29,DAX,5 day,-4.877299845430909,-0.8800425254098077,0.16656701683981368,1.2556176707966937,4.628696965151875
2024-01-29,DAX,6 day,-5.766995653439673,-0.9449133708529622,0.21265213417871465,1.4465473617944813,5.367396415217598
2024-01-29,DAX,7 day,-6.20661979698605,-1.0232752431921455,0.3426116493072229,1.5944611848593304,6.259934085874841
2029-01-24,energy,36 hour,64.52230834960938,70.1126708984375,73.07441711425781,74.8010025024414,76.77277374267578
2029-01-24,energy,40 hour,62.07203674316406,66.3840103149414,68.51886749267578,70.72686767578125,73.6104507446289
2029-01-24,energy,44 hour,60.88367462158203,63.207218170166016,65.14189910888672,66.4780502319336,68.57931518554688
2029-01-24,energy,60 hour,56.128047943115234,57.40633773803711,59.6722412109375,62.393253326416016,65.4750747680664
2029-01-24,energy,64 hour,52.53545379638672,54.698055267333984,55.28461456298828,58.218441009521484,62.45709991455078
2029-01-24,energy,68 hour,53.32898712158203,54.517948150634766,55.49972915649414,57.18256759643555,59.336299896240234
2024-01-29,infections,0 week,NA,NA,NA,NA,NA
2024-01-29,infections,1 week,NA,NA,NA,NA,NA
2024-01-29,infections,2 week,NA,NA,NA,NA,NA
2024-01-29,infections,3 week,NA,NA,NA,NA,NA
2024-01-29,infections,4 week,NA,NA,NA,NA,NA
