forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2024-01-31,DAX,1 day,-2.930151994177751,-0.5126246670192932,0.0677411964166393,0.6842150806852767,2.5153236415188642
2024-01-31,DAX,2 day,-3.6372738100506323,-0.6825499178963428,0.14498840311087868,0.9585021494441505,3.3293734270115185
2024-01-31,DAX,5 day,-4.2881399702243215,-0.8361473740756579,0.1431293433064379,1.1147529516436487,4.084208114186086
2024-01-31,DAX,6 day,-4.734224230668881,-0.7869257781999272,0.29022914200241406,1.389365631129196,4.79563944582299
2024-01-31,DAX,7 day,-5.063903216223087,-0.8181492596490983,0.4169914185556429,1.5304428230459344,5.549827634065857
2024-01-31,energy,36 hour,63.44148635864258,67.81460571289062,68.9145736694336,73.77021789550781,76.20813751220703
2024-01-31,energy,40 hour,61.25926208496094,64.32209014892578,64.56805419921875,69.31818389892578,71.90623474121094
2024-01-31,energy,44 hour,60.86335372924805,60.97459411621094,61.80828094482422,65.36338806152344,67.7715072631836
2024-01-31,energy,60 hour,57.14283752441406,61.43340301513672,61.500762939453125,62.964813232421875,64.10816192626953
2024-01-31,energy,64 hour,53.56134033203125,56.60622024536133,57.70570373535156,58.3609504699707,61.33608627319336
2024-01-31,energy,68 hour,53.56930923461914,56.80616760253906,57.884403228759766,58.42213439941406,59.887935638427734
2024-01-31,infections,0 week,NA,NA,NA,NA,NA
2024-01-31,infections,1 week,NA,NA,NA,NA,NA
2024-01-31,infections,2 week,NA,NA,NA,NA,NA
2024-01-31,infections,3 week,NA,NA,NA,NA,NA
2024-01-31,infections,4 week,NA,NA,NA,NA,NA
