forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2023-11-29,DAX,1 day,-2.865982165773982,-0.5440963512064871,0.06509620729822502,0.6619083291655379,2.2850048253624613
2023-11-29,DAX,2 day,-3.221293839257579,-0.6204747851993088,0.19437716207180106,0.9276121858704336,3.011736506139499
2023-11-29,DAX,5 day,-4.278427257328843,-1.1055301511195124,-0.16664600409094799,0.6661077967251959,3.07403738074518
2023-11-29,DAX,6 day,-4.641267800916397,-1.0137271513128037,0.02304870463953844,0.9583059103048736,3.679849532065899
2023-11-29,DAX,7 day,-4.554498873397361,-0.8625670185475971,0.2708348928783884,1.2023551752697752,4.3632969010147225
2023-11-29,energy,36 hour,39.59825064088511,47.27081827056395,51.39970447272947,54.56093959346981,57.74445046216715
2023-11-29,energy,40 hour,50.56703970261174,59.96153252431691,64.01973534990987,68.92635775605595,74.35924915966461
2023-11-29,energy,44 hour,48.83429206310859,56.25052292141777,59.34617084906506,62.739858964301675,66.77531820900913
2023-11-29,energy,60 hour,38.61175056389288,45.39517717425957,49.552746295103276,53.132606872505676,56.992766856230446
2023-11-29,energy,64 hour,49.58053962561951,58.08589142801253,62.17277717228367,67.49802503509181,73.60756555372791
2023-11-29,energy,68 hour,47.84779198611636,54.37488182511339,57.49921267143887,61.31152624333754,66.02363460307242
2023-11-29,infections,0 week,NA,NA,NA,NA,NA
2023-11-29,infections,1 week,NA,NA,NA,NA,NA
2023-11-29,infections,2 week,NA,NA,NA,NA,NA
2023-11-29,infections,3 week,NA,NA,NA,NA,NA
2023-11-29,infections,4 week,NA,NA,NA,NA,NA
