forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2023-11-15,DAX,1 day,-1.7527518893779228,-0.3778955118620032,-0.05623289831539814,0.3887980402368743,1.4572862759599177
2023-11-15,DAX,2 day,1.323756380399588,2.7079830080209457,3.099314002874004,3.497058615901071,4.887583613768352
2023-11-15,DAX,5 day,2.4483046166655993,3.942752939098063,4.3701785070505785,4.659071105953712,5.926100072136886
2023-11-15,DAX,6 day,0.9013714200036226,2.5443227967793796,3.017147701623639,3.279382432322172,4.402033408931461
2023-11-15,DAX,7 day,2.2253631410947756,3.8743766878355683,4.350505651907348,4.5252323276334545,5.882428392251567
2023-11-15,energy,36 hour,53.63964375,61.140375000000006,64.2255,67.6838125,75.81706249999999
2023-11-15,energy,40 hour,50.97789375,56.5423125,59.3595,62.977937499999996,70.57074374999999
2023-11-15,energy,44 hour,51.00661875,54.904125,59.177125000000004,63.7310625,71.5553875
2023-11-15,energy,60 hour,47.84225625,51.7291875,54.42825,57.602875,64.05821875
2023-11-15,energy,64 hour,44.255193750000004,47.6435,49.9185,53.155312499999994,60.606037499999985
2023-11-15,energy,68 hour,44.561581249999996,47.858312500000004,51.430499999999995,56.440124999999995,63.6415375
2023-11-15,infections,0 week,NA,NA,NA,NA,NA
2023-11-15,infections,1 week,NA,NA,NA,NA,NA
2023-11-15,infections,2 week,NA,NA,NA,NA,NA
2023-11-15,infections,3 week,NA,NA,NA,NA,NA
2023-11-15,infections,4 week,NA,NA,NA,NA,NA
